LoanId,MaxDPD
92235710,99
92220234,-22
92220265,0
92226205,-23
92227537,-23
92254119,2
92254138,2
92254153,77
92254198,77
92254226,-24
92254244,76
92254250,1
92254278,0
92254297,0
92254326,-18
92254373,76
92228313,80
92228357,49
92228359,2
92228391,35
92228397,-26
92228411,79
92228526,109
92228527,-13
92228533,-2
92228572,-25
92228593,-1
92228604,-17
92228606,-4
92228642,109
92228646,109
92228647,0
92228649,108
92228661,-24
92228666,0
92228672,-2
92228690,108
92216936,0
92216949,-11
92236053,-1
92236107,4
92236239,2
92236244,0
92236255,-12
92236305,96
92236326,-9
92240482,10
92214482,0
92214483,0
92214518,129
92237378,-5
92237385,0
92237424,96
92237511,-7
92237525,1
92237530,95
92237553,0
92237562,-5
92237649,95
92237690,-2
92237704,94
92237761,94
92237874,-2
92225386,-1
92226575,-20
92226613,0
92233751,-19
92233808,-29
92233827,4
92233849,-17
92233876,-2
92233929,-3
92216388,126
92216389,124
92230944,71
92231078,0
92239411,92
92239495,-2
92243791,84
92243826,88
92243863,-2
92243865,3
92242879,-1
92242921,-1
92242975,2
92247797,80
92249142,-2
92249172,81
92249243,1
92249245,82
92249267,2
92249280,-13
92249286,-2
92249368,-2
92222328,-15
92235061,1
92235070,100
92218678,-29
92224070,-3
92224150,115
92224245,1
92224324,-23
92247241,1
92247297,-29
92247540,5
92247650,4
92226409,-11
92226446,1
92226483,-1
92226489,0
92226515,5
92243625,88
92206367,-7
92226168,-27
92226678,-3
92226700,112
92227010,-29
92230735,0
92230791,46
92230798,-5
92230807,0
92230810,106
92230819,0
92210709,0
92210875,132
92222636,109
92222701,116
92222783,117
92212769,1
92212861,0
92212965,0
92214833,-11
92214842,-7
92214875,-9
92214888,10
92214918,-2
92214927,35
92214969,-7
92234865,-24
92234873,0
92234887,-2
92230514,0
92230577,106
92230583,5
92230585,107
92230590,0
92230652,107
92230670,-1
92230682,11
92234647,1
92234659,12
92234713,-2
92234718,-27
92234751,99
92243565,-4
92250980,0
92251000,6
92251170,79
92251261,-8
92251272,50
92210470,0
92216848,58
92216886,-9
92216887,125
92216912,-7
92230054,1
92230088,-3
92230109,107
92230160,107
92230172,107
92229319,0
92229354,-2
92229493,6
92229498,-27
92229499,9
92229500,78
92229514,0
92229574,2
92229730,11
92254802,15
92254810,-26
92254959,1
92220357,0
92220373,120
92220384,0
92220414,5
92220448,1
92220511,-7
92220529,120
92220533,-8
92220536,119
92220546,-20
92220552,-13
92226858,2
92226868,0
92226875,112
92226888,-10
92226971,-20
92214645,98
92214646,128
92214693,4
92238246,-28
92249896,81
92249923,-1
92249991,81
92250254,0
92250346,-1
92231471,1
92231532,105
92231563,105
92231600,-2
92231632,-6
92231654,105
92231694,-16
92231868,-6
92232888,103
92232900,2
92235973,-2
92251115,-7
92251178,80
92251208,-5
92251256,3
92251341,4
92251355,76
92251367,-19
92224052,70
92224253,115
92251777,79
92251796,-15
92251829,34
92251867,79
92251881,78
92251985,78
92234361,101
92234391,101
92234473,-20
92234481,-1
92234498,0
92216123,-5
92216136,-74
92241768,-20
92236749,98
92236761,-3
92236826,-5
92236880,-4
92236936,-13
92237010,37
92237042,-4
92237104,-5
92237123,5
92237161,0
92237215,-5
92237236,0
92237252,94
92237259,7
92250184,-9
92250289,1
92250554,2
92214396,0
92214443,-7
92214557,128
92224954,0
92225010,113
92225036,0
92223779,7
92223780,-9
92224889,-1
92224959,-14
92224984,114
92246683,4
92176087,110
92209597,0
92232973,-11
92233003,103
92233054,0
92224542,-1
92242568,-7
92242579,-28
92250659,-8
92250704,81
92250706,5
92250717,-21
92250760,0
92250768,80
92250770,-10
92250789,3
92252602,-29
92252625,-22
92252629,-3
92252643,-29
92252665,78
92252675,78
92252691,0
92252936,2
92253034,-16
92253035,78
92253068,1
92223931,115
92223982,0
92223988,-8
92208750,2
92212304,-12
92212345,131
92212363,-8
92212424,6
92212445,0
92212462,1
92217203,68
92217260,125
92217277,0
92217294,-24
92217326,0
92217343,-14
92249515,81
92249543,35
92249558,2
92249568,80
92249594,5
92249606,5
92249659,79
92249663,32
92249746,0
92249764,18
92249780,81
92249840,-29
92227323,51
92227333,-9
92235119,100
92243162,85
92220136,-21
92220148,121
92220201,111
92220207,-17
92220225,-3
92233114,30
92251287,2
92251304,3
92224164,115
92224172,64
92224279,-10
92224288,4
92224372,8
92224390,1
92255324,-1
